DATE,DGS3
2023-05-26,4.23
2023-05-29,.
2023-05-30,4.10
2023-05-31,4.04
2023-06-01,3.98
2023-06-02,4.13
2023-06-05,4.10
2023-06-06,4.15
2023-06-07,4.21
2023-06-08,4.17
2023-06-09,4.23
2023-06-12,4.16
2023-06-13,4.30
2023-06-14,4.37
2023-06-15,4.23
2023-06-16,4.32
2023-06-19,.
2023-06-20,4.29
2023-06-21,4.29
2023-06-22,4.37
2023-06-23,4.32
2023-06-26,4.30
2023-06-27,4.38
2023-06-28,4.32
2023-06-29,4.49
2023-06-30,4.49
2023-07-03,4.56
2023-07-04,.
2023-07-05,4.59
2023-07-06,4.68
2023-07-07,4.64
2023-07-10,4.54
2023-07-11,4.52
2023-07-12,4.36
2023-07-13,4.21
2023-07-14,4.35
2023-07-17,4.34
2023-07-18,4.35
2023-07-19,4.34
2023-07-20,4.43
2023-07-21,4.44
2023-07-24,4.48
2023-07-25,4.53
2023-07-26,4.47
2023-07-27,4.58
2023-07-28,4.52
2023-07-31,4.51
2023-08-01,4.57
2023-08-02,4.54
2023-08-03,4.58
2023-08-04,4.45
2023-08-07,4.44
2023-08-08,4.36
2023-08-09,4.41
2023-08-10,4.47
2023-08-11,4.56
2023-08-14,4.64
2023-08-15,4.64
2023-08-16,4.68
2023-08-17,4.67
2023-08-18,4.63
2023-08-21,4.70
2023-08-22,4.75
2023-08-23,4.64
2023-08-24,4.69
2023-08-25,4.72
2023-08-28,4.69
2023-08-29,4.56
2023-08-30,4.57
2023-08-31,4.54
