Date,Open,High,Low,Close,Adj Close,Volume
2012-09-03,0.15751256048679352,0.157878115773201,0.15751256048679352,0.1575150489807129,0.1575150489807129,0
2012-09-04,0.15767647325992584,0.15773119032382965,0.1575150489807129,0.15767647325992584,0.15767647325992584,0
2012-09-05,0.1575448215007782,0.1577436327934265,0.15737374126911163,0.1575448215007782,0.1575448215007782,0
2012-09-06,0.15749767422676086,0.1579105406999588,0.15748775005340576,0.15749767422676086,0.15749767422676086,0
2012-09-07,0.15764912962913513,0.15773367881774902,0.15761931240558624,0.15764912962913513,0.15764912962913513,0
2012-09-10,0.15765906870365143,0.15803031623363495,0.15765659511089325,0.15765906870365143,0.15765906870365143,0
2012-09-11,0.15778346359729767,0.15810026228427887,0.15762926638126373,0.15778595209121704,0.15778595209121704,0
2012-09-12,0.1578506976366043,0.15822534263134003,0.1578506976366043,0.1578506976366043,0.1578506976366043,0
2012-09-13,0.1580427885055542,0.15826791524887085,0.15725742280483246,0.1580427885055542,0.1580427885055542,0
2012-09-14,0.15797539055347443,0.15859422087669373,0.15796540677547455,0.1579778790473938,0.1579778790473938,0
2012-09-17,0.15834560990333557,0.15858164429664612,0.158010333776474,0.15834560990333557,0.15834560990333557,0
2012-09-18,0.1583155244588852,0.15854142606258392,0.15815778076648712,0.15854142606258392,0.15854142606258392,0
2012-09-19,0.15826290845870972,0.15874779224395752,0.158197820186615,0.15826290845870972,0.15826290845870972,0
2012-09-20,0.1584760844707489,0.15908874571323395,0.158468559384346,0.15847860276699066,0.15847860276699066,0
2012-09-21,0.15865208208560944,0.15884865820407867,0.158483624458313,0.1586546152830124,0.1586546152830124,0
2012-09-24,0.15859170258045197,0.1588713675737381,0.15848112106323242,0.15859170258045197,0.15859170258045197,0
2012-09-25,0.15849366784095764,0.1589067131280899,0.15848614275455475,0.15849366784095764,0.15849366784095764,0
2012-09-26,0.15858164429664612,0.1589420735836029,0.15852884948253632,0.15858164429664612,0.15858164429664612,0
2012-09-27,0.15868481993675232,0.15893198549747467,0.15856152772903442,0.15868481993675232,0.15868481993675232,0
2012-09-28,0.15866971015930176,0.15939302742481232,0.15866467356681824,0.15866971015930176,0.15866971015930176,0
2012-10-01,0.1591140478849411,0.15937525033950806,0.15752744674682617,0.1591140478849411,0.1591140478849411,0
2012-10-02,0.1591140478849411,0.15937525033950806,0.1581202745437622,0.1591140478849411,0.1591140478849411,0
2012-10-03,0.15812276303768158,0.15937525033950806,0.15797288715839386,0.15812276303768158,0.15812276303768158,0
2012-10-04,0.15816527605056763,0.15937525033950806,0.15816527605056763,0.15816527605056763,0.15816527605056763,0
2012-10-05,0.1581752896308899,0.1581752896308899,0.15817278623580933,0.1581752896308899,0.1581752896308899,0
2012-10-08,0.15812526643276215,0.15909379720687866,0.15812276303768158,0.15812526643276215,0.15812526643276215,0
2012-10-09,0.15905584394931793,0.1593092381954193,0.15898504853248596,0.15905584394931793,0.15905584394931793,0
2012-10-10,0.15902043879032135,0.15940573811531067,0.15875284373760223,0.15902043879032135,0.15902043879032135,0
2012-10-11,0.158755362033844,0.1595659703016281,0.15872764587402344,0.158755362033844,0.158755362033844,0
2012-10-12,0.15929147601127625,0.15981589257717133,0.1592889279127121,0.15929147601127625,0.15929147601127625,0
2012-10-15,0.1595914512872696,0.15990789234638214,0.15878057479858398,0.1595914512872696,0.1595914512872696,0
2012-10-16,0.15949726104736328,0.1599002182483673,0.15949726104736328,0.15949726104736328,0.15949726104736328,0
2012-10-17,0.1596500426530838,0.16016913950443268,0.1596500426530838,0.1596500426530838,0.1596500426530838,0
2012-10-18,0.15988744795322418,0.16024869680404663,0.15982100367546082,0.15988744795322418,0.15988744795322418,0
2012-10-19,0.15995393693447113,0.16027440130710602,0.1598823219537735,0.15996161103248596,0.15996161103248596,0
2012-10-22,0.15990789234638214,0.16015632450580597,0.15981844067573547,0.15990789234638214,0.15990789234638214,0
2012-10-23,0.1598823219537735,0.16031037271022797,0.15986955165863037,0.1598823219537735,0.1598823219537735,0
2012-10-24,0.15996673703193665,0.16031037271022797,0.15996673703193665,0.15996673703193665,0.15996673703193665,0
2012-10-25,0.1600537747144699,0.16046985983848572,0.16004352271556854,0.16005633771419525,0.16005633771419525,0
2012-10-26,0.16009221971035004,0.16056518256664276,0.15974439680576324,0.16009221971035004,0.16009221971035004,0
2012-10-29,0.15968064963817596,0.16041579842567444,0.15961436927318573,0.15968318283557892,0.15968318283557892,0
2012-10-30,0.16016143560409546,0.16050074994564056,0.16014860570430756,0.16015374660491943,0.16015374660491943,0
2012-10-31,0.1602076292037964,0.1605832278728485,0.1602076292037964,0.1602076292037964,0.1602076292037964,0
2012-11-01,0.16032063961029053,0.16054457426071167,0.16022560000419617,0.16032063961029053,0.16032063961029053,0
2012-11-02,0.1602538377046585,0.16048531234264374,0.1601204127073288,0.1602538377046585,0.1602538377046585,0
2012-11-05,0.16013579070568085,0.16038236021995544,0.1601024717092514,0.1601332277059555,0.1601332277059555,0
2012-11-06,0.16023586690425873,0.16039007902145386,0.15942098200321198,0.16023586690425873,0.16023586690425873,0
2012-11-07,0.16011270880699158,0.16041837632656097,0.15966789424419403,0.16011270880699158,0.16011270880699158,0
2012-11-08,0.16015887260437012,0.16045182943344116,0.15972909331321716,0.16015887260437012,0.16015887260437012,0
2012-11-09,0.16043895483016968,0.16056004166603088,0.16006658971309662,0.15954561531543732,0.15954561531543732,0
2012-11-12,0.16013579070568085,0.16079238057136536,0.16013579070568085,0.16013579070568085,0.16013579070568085,0
2012-11-13,0.16079238057136536,0.1608855128288269,0.16023072600364685,0.16079238057136536,0.16079238057136536,0
2012-11-14,0.16040807962417603,0.16089586913585663,0.16039007902145386,0.16041064262390137,0.16041064262390137,0
2012-11-15,0.16050074994564056,0.16089586913585663,0.16032835841178894,0.16050074994564056,0.16050074994564056,0
2012-11-16,0.1603514850139618,0.1606270968914032,0.16028723120689392,0.1603514850139618,0.1603514850139618,0
2012-11-19,0.16025897860527039,0.16065546870231628,0.16025127470493317,0.16025897860527039,0.16025897860527039,0
2012-11-20,0.16028210520744324,0.1607794612646103,0.16028210520744324,0.16028210520744324,0.16028210520744324,0
2012-11-21,0.1604415327310562,0.16076137125492096,0.16042351722717285,0.1604415327310562,0.1604415327310562,0
2012-11-22,0.16047757863998413,0.16080012917518616,0.16041064262390137,0.16047757863998413,0.16047757863998413,0
2012-11-23,0.16031807661056519,0.16083116829395294,0.16030779480934143,0.16032063961029053,0.16032063961029053,0
2012-11-26,0.16048015654087067,0.1608855128288269,0.1604544073343277,0.16048015654087067,0.16048015654087067,0
2012-11-27,0.1606270968914032,0.16097098588943481,0.16061677038669586,0.1606270968914032,0.1606270968914032,0
2012-11-28,0.1607096940279007,0.16097098588943481,0.16042351722717285,0.1607096940279007,0.1607096940279007,0
2012-11-29,0.16057808697223663,0.16083893179893494,0.16043895483016968,0.16057808697223663,0.16057808697223663,0
2012-11-30,0.16047757863998413,0.16086739301681519,0.1604544073343277,0.16047757863998413,0.16047757863998413,0
2012-12-03,0.16060128808021545,0.16074585914611816,0.16046470403671265,0.16060128808021545,0.16060128808021545,0
