Date,spy_log_ret_t,spy_5_day_log_ret,spy_10_day_log_ret,spy_15_day_log_ret,spy_20_day_log_ret,spy_10_day_SMA-spy_close,spy_20_day_SMA-spy_close,spy_50_day_SMA-spy_close,spy_200_day_SMA-spy_close,spy_log_chg_vol,spy_direction_t+1,spy_log_ret_t-1,spy_log_ret_t-3,spy_log_ret_t-5,spy_log_ret_t-6,spy_log_ret_t-7,spy_log_ret_t-8,log_chg_1yr_yld,log_chg_2yr_yld,log_chg_3yr_yld,log_chg_5yr_yld,log_chg_7yr_yld,log_chg_10yr_yld,log_chg_20yr_yld,log_chg_30yr_yld,log_gold_ret,log_chg_Aaa_yld,log_chg_Baa_yld,log_chg_dxy,HSI_log_ret,SSE_log_ret,FCHI_log_ret,FTSE_log_ret,GDAXI_log_ret,DJI_log_ret,IXIC_log_ret,AAPL_log_ret,MSFT_log_ret,AMZN_log_ret,NVDA_log_ret,GOOGL_log_ret,TSLA_log_ret,GOOG_log_ret,BRK-B_log_ret
2014-09-02,-0.000498385845512215,0.0020458761389006677,0.016333252462794063,0.03453601257286511,0.03407174298148845,-0.786000061035196,-3.7300003051757926,-3.9102005004883154,-12.521350784301774,0.0943206935318929,-1.0,0.002843995009300593,-0.0003994299852845429,0.005057696293721403,-0.0015550809860649785,0.002911511688360783,0.0026679373634005605,0.05129329438755048,0.04831857727080773,0.025576841789649776,0.017910926566530243,0.014320053774748471,0.014568415828290633,0.013841051411871511,0.012698583337127343,-0.01733724355686652,0.008788506033079338,0.011847203725990432,0.0028960786123662795,-0.00011885363130849988,0.013794864606806997,-4.543547705003219e-06,0.001982702960087962,0.0032635442363348676,-0.0009044849943821142,0.0019504853058402356,0.007774607089799606,-0.007512190671739873,0.00980312632378448,0.0025673562795676913,0.010708971019596765,0.05208650253686734,0.009974631280628666,0.005159756344316344
2014-09-03,-0.0005484810298513931,0.0008482308128706324,0.010579459468466985,0.03538171384192921,0.04326682135053835,-0.46499938964842613,-3.195499420165987,-3.7077999877929813,-12.305200195312494,-0.2314414911795077,-1.0,-0.000498385845512215,-0.0005494673357816639,0.0006491642961786279,0.005057696293721403,-0.0015550809860649785,0.002911511688360783,0.09531017980432474,-0.019048194970694474,0.0,0.0,0.0,-0.004140792666031277,-0.0034423441909729015,-0.006329135051647512,0.004106515517586824,-0.005012541823544286,-0.00429185208154092,-0.001446944865326972,0.022708325295909642,0.008888797417517932,0.009895319054713527,-0.0024192560933600097,0.012488273952383657,0.0006278217435052175,-0.005589499122958149,-0.043123775193076246,-0.002887310594783915,-0.009921048649565436,0.00918844156130559,0.0015108554916058168,-0.010366094330904777,0.0010560301858924862,-0.0016686208252706788
2014-09-04,-0.0014473975288912405,-0.00019973673073601773,0.006464124576175169,0.027188159074860784,0.04150692216790274,-0.0460052490234375,-2.498506164550747,-3.3076065063476676,-11.914406890869145,0.3943000200361359,1.0,-0.0005484810298513931,0.002843995009300593,-0.0003994299852845429,0.0006491642961786279,0.005057696293721403,-0.0015550809860649785,-0.09531017980432477,0.03774032798284711,0.020000666706669435,0.01176484157958643,0.014117881545785022,0.01646127705407193,0.017094433359300255,0.018868484304382736,-0.0029992515207097046,0.012484556662245277,0.01069528911674795,0.011398490851867109,-0.0007784897078329618,0.009109706363834872,0.017835187447396976,0.00022824510260303563,0.011550663083494138,-0.00050950303166333,-0.002248536921457787,-0.008322383092826744,0.006650417898114469,0.020294138838729242,0.01762827682757364,0.006121804166993284,0.017100984807661465,0.006966012208756562,0.0015960626324068126
2014-09-05,0.004485175863692967,0.004834906468738756,0.008037788751507622,0.026962634007716778,0.05142154769597734,-0.7849990844726733,-2.894499969482439,-4.097000427246115,-12.705950775146505,0.1812827237149427,-1.0,-0.0014473975288912405,-0.000498385845512215,-0.0005494673357816639,-0.0003994299852845429,0.0006491642961786279,0.005057696293721403,0.0,-0.037740327982847086,-0.020000666706669543,-0.01176484157958637,0.0,0.004073325387635648,0.006756782462879907,0.0062112000926406764,0.000553220793622331,0.01722059775167034,0.010582109330537008,-0.0007160467896132918,-0.0022913764000346446,0.008855369689691847,-0.018613593583685577,-0.013587444146262574,-0.014394218821511665,0.003962902654400708,0.004507265197294529,0.008625538860312532,0.014259351817102636,0.0012421611672344094,-0.0030000709147082845,0.007792346311372671,-0.030707162323930674,0.007020231604491249,0.0008695774341080894
2014-09-08,-0.0025890195015090887,-0.0005981080420709319,0.007003850236063357,0.024577932922006617,0.0373300374670702,-0.1249954223632983,-2.0069961547851562,-3.4739962768555017,-12.078146514892609,-0.46554486825919816,-1.0,0.004485175863692967,-0.0005484810298513931,0.002843995009300593,-0.0005494673357816639,-0.0003994299852845429,0.0006491642961786279,0.0,0.03774032798284711,0.02985296314968113,0.01759576189037966,0.00930239266231363,0.008097210232619303,0.0,0.0,-0.010403189044278704,-0.004889985294191681,-0.0021074823395646983,0.005595600115176394,-0.0019672617751247973,-0.000289444334294735,-0.00098796487790309,-0.007987960271706718,0.00272101241554448,-0.0015147668686250743,0.0020468546279993455,-0.006182562689397868,0.012124014428014343,-0.011732023255328869,-0.009054307167279315,0.006419817243180103,0.01687261230693384,0.006191538760195708,0.001519750250459871
2014-09-09,-0.006351395420683104,-0.0064511176172418975,-0.00440524147834123,0.009882134845552174,0.028084894955623236,1.056994628906267,-0.4610069274902173,-2.134007263183605,-10.703907470703115,0.32286853705656593,1.0,-0.0025890195015090887,-0.0014473975288912405,-0.000498385845512215,0.002843995009300593,-0.0005494673357816639,-0.0003994299852845429,0.09531017980432474,0.03636764417087479,0.03846628082779614,0.02298951822469878,0.01379332213233577,0.008032171697264253,0.0,0.0,-0.004720874815900667,0.0024479816386400372,0.0021074823395645778,0.0005933822704461259,-0.009726606735846967,2.046307948961183e-05,-0.009874142084526269,-0.00811801343529021,-0.009682132017243432,-0.005717229049050198,-0.008748407203691968,-0.003768812706041815,0.006221131342997967,-0.03746968381864889,-0.01271311240794774,-0.01618667427584974,-0.012950853767301998,-0.01487986202958188,-0.010102927076940348
2014-09-10,0.0037557317613714147,-0.0021469048260191227,-0.0012986740131483803,0.008432554642447894,0.03323480901591013,0.2809951782226676,-0.8840065002441122,-2.7970071411132835,-11.353107452392578,-0.27559838405611503,1.0,-0.006351395420683104,0.004485175863692967,-0.0005484810298513931,-0.000498385845512215,0.002843995009300593,-0.0005494673357816639,0.0,0.03509131981126998,0.009389740349839137,0.016901810802603254,0.013605652055778678,0.015873349156290163,0.01337812594617605,0.00924505814405099,-0.002650323812478543,0.009732436918231054,0.010471299867295437,-0.0003560052196166969,-0.009728280226985471,-0.0028877694423049397,0.003584636722807223,0.0019975597552383084,0.0028545970586878145,0.003218174450450006,0.007491159204341471,0.030255105994027323,0.0017094412786452552,0.004780094751877462,0.0035759778641155046,0.0024464612146068336,0.009364271783535652,0.0035907240564141555,0.006044968185262097
2014-09-11,0.0011489159871027328,0.0004494086899749436,0.0002496719592390046,0.006913533266150105,0.02763756776483582,0.05599975585940342,-0.841001892089821,-2.9616027832031193,-11.48565315246583,-0.007112114702940049,-1.0,0.0037557317613714147,-0.0025890195015090887,-0.0014473975288912405,-0.0005484810298513931,-0.000498385845512215,0.002843995009300593,0.0,0.0,0.0,0.0,0.0,0.0,0.003316752625994042,0.003062789530545731,-0.004917560416441411,-0.00242424361150628,-0.0020855064910213707,0.0005933319764983476,-0.0017462157520605744,-0.0017025565351736981,-0.004151086855641161,0.00024395240886620332,-0.0028433689205775324,-0.0011554667151685838,0.0011527237750751178,0.004248391555377757,0.003410059722901314,-0.0024477245650377667,-0.010251282013144528,-0.00390026909368917,-0.0028143952482857218,-0.0030057397723731866,0.0014511463051922464
2014-09-12,-0.005858355616396487,-0.009894122790114557,-0.005059216321375761,-0.0018563340386069933,0.01706851121760231,1.1249984741211279,0.4974967956542855,-1.753604431152354,-10.223154983520516,0.5643463470539619,-1.0,0.0011489159871027328,-0.006351395420683104,0.004485175863692967,-0.0014473975288912405,-0.0005484810298513931,-0.000498385845512215,0.0,0.0,0.0,0.02210034700066592,0.031044621681960108,0.031010236742560218,0.026145280104322207,0.02417036092781297,-0.006079538728208173,0.023981964686485405,0.020661892063956626,-0.0007120587421108496,-0.002711437946491153,0.008632695657174862,0.0006840526053925228,0.004235645563677649,-0.003647686336218038,-0.0036131966347684634,-0.005286370389546674,0.0022650396452287757,-0.006403420698173859,0.002025097643423784,-0.015053437803401425,-0.01056120518538204,-0.003967730987236497,-0.00990524835026873,-0.006036175904542317
2014-09-15,-0.0007536066019087792,-0.00805870989051414,-0.008656817932585112,-0.0010548596544508462,0.01651922303149246,1.1020065307617415,0.810505676269571,-1.5879953002929312,-9.981645812988262,-0.4296703355188403,1.0,-0.005858355616396487,0.0037557317613714147,-0.0025890195015090887,0.004485175863692967,-0.0014473975288912405,-0.0005484810298513931,0.0,0.0,-0.009389740349839032,-0.016529301951210582,-0.013187004281953914,-0.007662872745569137,-0.003231020581446532,-0.0029895388483660483,0.0030038189193483684,-0.0023724803536303565,-0.0020470836217247996,0.0002374394368535776,-0.009779925601578678,0.0023107866252523135,-0.00012568585031879896,-3.752537871734245e-05,0.00370162776386034,0.002565115476221993,-0.010719344441448687,-0.00029520791749912184,-0.009898920348740906,-0.022288263064095124,-0.013691641948678532,-0.005589196315625783,-0.09514541812587929,-0.004387471446523237,0.006905831858055594
