Date,spy_close,spy_volume,spy_direction_t,Tsec_1yr_yld,Tsec_2yr_yld,Tsec_3yr_yld,Tsec_5yr_yld,Tsec_7yr_yld,Tsec_10yr_yld,Tsec_20yr_yld,Tsec_30yr_yld,gold_close,Aaa,Baa,DXY,HSI,SSE,FCHI,FTSE,GDAXI,DJI,IXIC,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B
2014-09-16,200.47999572753903,116201000,1.0,0.13,0.55,1.04,1.78,2.26,2.6,3.11,3.36,1235.199951171875,4.22,4.9,84.06999969482422,3114.062638692382,374.5197300193031,5705.348121949704,11023.077953024302,12464.810341838747,17131.970703125,4552.759765625,25.21500015258789,46.7599983215332,16.38800048828125,4.784999847412109,29.43899917602539,17.382667541503906,28.91810417175293,138.69000244140625
2014-09-17,200.75,151266000,1.0,0.12,0.59,1.08,1.82,2.29,2.62,3.12,3.37,1234.4000244140625,4.22,4.91,84.69999694824219,3145.0997835617745,376.1172791742864,5742.698173830751,11029.799031268456,12520.411437928677,17156.849609375,4562.18994140625,25.395000457763672,46.52000045776367,16.200000762939453,4.787499904632568,29.66449928283692,17.42533302307129,29.158445358276367,139.61000061035156
2014-09-18,201.82000732421875,94990000,1.0,0.12,0.59,1.1,1.85,2.32,2.63,3.12,3.36,1225.699951171875,4.22,4.91,84.31999969482422,3118.283050820754,377.8639014974687,5737.140666418592,11093.703180114622,12590.598908422398,17265.990234375,4593.43017578125,25.44750022888184,46.68000030517578,16.25,4.860000133514404,29.863500595092773,17.58799934387207,29.38282966613769,141.27999877929688
2014-09-19,200.6999969482422,121649000,-1.0,0.11,0.59,1.09,1.83,2.29,2.59,3.05,3.29,1215.300048828125,4.16,4.85,84.80000305175781,3135.9305717702373,379.9773314542835,5763.924950743384,11239.520490416677,12660.706071843158,17279.740234375,4579.7900390625,25.239999771118164,47.52000045776367,16.56599998474121,4.769999980926514,30.270000457763672,17.288000106811523,29.722396850585938,140.55999755859375
2014-09-22,199.1499938964844,125553000,-1.0,0.1,0.58,1.06,1.8,2.26,2.57,3.04,3.28,1216.800048828125,4.15,4.84,84.66999816894531,3090.727842900349,373.483700152312,5704.865398026886,11054.427137771096,12519.795176373444,17172.6796875,4527.68994140625,25.26499938964844,47.060001373291016,16.225000381469727,4.722499847412109,29.863500595092773,16.66866683959961,29.288089752197266,139.25999450683594
2014-09-23,198.009994506836,111393000,-1.0,0.1,0.57,1.05,1.78,2.23,2.54,3.01,3.25,1221.0,4.1,4.8,84.66000366210938,3075.1914763572845,376.75852205429686,5602.413804089302,10930.091169547057,12331.042208209405,17055.869140625,4508.68994140625,25.65999984741211,46.560001373291016,16.181499481201172,4.702499866485596,29.55900001525879,16.694000244140625,28.97694396972656,138.77999877929688
2014-09-24,199.5599975585937,107276000,1.0,0.11,0.59,1.08,1.82,2.26,2.57,3.04,3.28,1218.5999755859375,4.13,4.84,85.05000305175781,3086.1376815789827,382.4496545118344,5673.38085126318,10994.114467937266,12419.462803240864,17210.060546875,4555.22021484375,25.4375,47.08000183105469,16.410499572753906,4.730000019073486,29.92099952697754,16.80933380126953,29.31900405883789,139.9499969482422
2014-09-25,196.33999633789065,150300000,-1.0,0.1,0.56,1.03,1.75,2.21,2.52,2.98,3.22,1221.199951171875,4.0600000000000005,4.79,85.19999694824219,3066.1988670816045,382.77397884993104,5565.212695756287,10838.733903449262,12151.969493395882,16945.80078125,4466.75,24.467500686645508,46.040000915527344,16.096500396728516,4.627500057220459,29.262500762939453,16.463333129882812,28.67427444458008,137.08999633789062
2014-09-26,197.8999938964844,103547000,1.0,0.11,0.59,1.08,1.8,2.24,2.54,2.99,3.22,1214.0999755859375,4.0600000000000005,4.81,85.63999938964844,3053.852123618416,383.238342075976,5606.406555980444,10859.353975646198,12107.146173242829,17113.150390625,4512.18994140625,25.1875,46.40999984741211,16.160499572753906,4.637499809265137,29.395000457763672,16.440000534057617,28.7759952545166,138.67999267578125
2014-09-29,197.5399932861328,95112000,-1.0,0.11,0.58,1.06,1.77,2.21,2.5,2.95,3.18,1217.5,4.02,4.7700000000000005,85.58999633789062,2992.618224263191,385.42955192970095,5523.04583188158,10792.913513378764,11941.79229838308,17071.220703125,4505.85009765625,25.02750015258789,46.43999862670898,16.090999603271484,4.630000114440918,29.390499114990234,16.35066795349121,28.739097595214844,138.3300018310547
2014-09-30,197.0200042724609,131302000,-1.0,0.13,0.58,1.07,1.78,2.22,2.52,2.98,3.21,1210.5,4.05,4.8100000000000005,85.94000244140625,2953.222252956766,384.9951538599125,5604.579192447709,10756.724569883663,12023.680943588375,17042.900390625,4493.39013671875,25.1875,46.36000061035156,16.121999740600586,4.612500190734863,29.420499801635746,16.178667068481445,28.788959503173828,138.13999938964844
2014-10-01,194.3500061035156,177798000,-1.0,0.1,0.53,1.0,1.69,2.12,2.42,2.87,3.12,1214.5999755859375,3.95,4.73,85.97000122070312,2959.3123954248526,386.2322113002106,5512.609633114655,10632.174148261549,11847.943021192215,16804.7109375,4422.08984375,24.795000076293945,45.900001525878906,15.873000144958496,4.567500114440918,28.98150062561035,16.016000747680664,28.3357048034668,136.6199951171875
2014-10-02,194.3800048828125,157285000,1.0,0.1,0.53,1.01,1.7,2.14,2.44,2.9,3.15,1214.199951171875,3.99,4.76,85.5999984741211,2965.301314847814,386.7468513228426,5356.027563785436,10438.1620540538,11608.80171706248,16801.05078125,4430.2001953125,24.975000381469727,45.7599983215332,15.920499801635742,4.547500133514404,29.04400062561035,16.761333465576172,28.42595672607422,137.63999938964844
2014-10-03,196.5200042724609,121569000,1.0,0.11,0.57,1.05,1.73,2.16,2.45,2.89,3.13,1192.199951171875,3.98,4.74,86.69000244140625,2971.291529637236,387.2614913454744,5425.212260708446,10549.118515130132,11660.219211819,17009.689453125,4475.6201171875,24.905000686645508,46.09000015258789,16.136999130249023,4.557499885559082,29.3125,17.013999938964844,28.685245513916016,139.5
2014-10-06,196.2899932861328,104778000,-1.0,0.11,0.54,1.02,1.7,2.13,2.43,2.88,3.12,1206.699951171875,3.98,4.73,85.70999908447266,3005.235726243698,387.7444726816125,5363.983009579533,10478.280967621717,11524.419268843483,16991.91015625,4454.7998046875,24.905000686645508,46.09000015258789,16.110000610351562,4.53000020980835,29.388999938964844,17.374666213989258,28.788461685180664,139.16000366210938
2014-10-07,193.259994506836,147913000,-1.0,0.1,0.52,0.98,1.64,2.06,2.36,2.81,3.06,1211.699951171875,3.91,4.66,85.66999816894531,3020.50281609292,388.2590706881795,5322.904871033621,10441.743471106573,11490.477791032055,16719.390625,4385.2001953125,24.6875,45.52999877929688,15.848999977111816,4.482500076293945,28.70499992370605,17.30466651916504,28.10982322692871,136.72000122070312
2014-10-08,196.63999938964844,186461000,1.0,0.1,0.46,0.9,1.57,2.02,2.35,2.82,3.07,1205.300048828125,3.92,4.67,85.30000305175781,2999.8622198887447,388.7736686947464,5280.178234199993,10429.25639532006,11395.29206274636,16994.220703125,4468.58984375,25.200000762939453,46.77999877929688,16.135000228881836,4.565000057220459,29.187000274658203,17.28533363342285,28.5466251373291,139.94000244140625
2014-10-09,192.7400054931641,210705000,-1.0,0.1,0.46,0.91,1.58,2.02,2.34,2.81,3.07,1224.5999755859375,3.92,4.68,85.5199966430664,3034.505060803174,389.8467879766831,5277.481000843691,10395.829122523486,11475.163830821402,16659.25,4378.33984375,25.2549991607666,45.84999847412109,15.768500328063965,4.477499961853027,28.54050064086914,17.134000778198242,27.96721649169922,137.08999633789062
2014-10-10,190.5399932861328,221909000,-1.0,0.1,0.45,0.89,1.55,1.99,2.31,2.77,3.03,1221.0,3.89,4.67,85.91000366210938,2976.9309747222565,387.9840480239071,5169.157914342243,10221.849980354307,11152.179458935398,16544.099609375,4276.240234375,25.1825008392334,44.02999877929688,15.569499969482422,4.212500095367432,27.75950050354004,15.793999671936035,27.149959564208984,136.75999450683594
2014-10-13,187.41000366210932,230939000,-1.0,0.095,0.42,0.845,1.5,1.935,2.26,2.725,2.99,1229.300048828125,3.85,4.635,85.43000030517578,2983.836491648719,386.5333052842834,5155.406960031105,10245.096487315835,11138.760362274012,16321.0703125,4213.66015625,24.95249938964844,43.650001525878906,15.322500228881836,4.197500228881836,27.237499237060547,14.97266674041748,26.58750343322754,136.3800048828125
2014-10-14,187.6999969482422,215847000,1.0,0.09,0.39,0.8,1.45,1.88,2.21,2.68,2.95,1233.5999755859375,3.81,4.6,85.81999969482422,2970.7386391258024,385.8188561705901,5201.865020245314,10271.048163544036,11229.144742156495,16315.1904296875,4227.169921875,24.6875,43.72999954223633,15.415499687194824,4.295000076293945,27.434499740600582,15.137332916259766,26.82335662841797,137.38999938964844
2014-10-15,186.42999267578125,380715000,-1.0,0.1,0.34,0.73,1.37,1.8,2.15,2.64,2.92,1244.0999755859375,3.78,4.59,85.1500015258789,2983.437838787212,388.139978715626,4979.4235064152745,9871.120308283076,10834.112732825102,16141.740234375,4215.31982421875,24.38500022888184,43.220001220703125,15.298500061035156,4.360000133514404,27.036500930786133,15.313332557678224,26.428939819335938,135.63999938964844
2014-10-16,186.2700042724609,270391000,-1.0,0.1,0.35,0.75,1.39,1.82,2.17,2.66,2.94,1240.5,3.84,4.64,85.0,2952.3578056199185,385.3069994199904,5024.32289896498,9908.52528834698,11004.706167614786,16117.240234375,4217.39013671875,24.065000534057617,42.7400016784668,15.142999649047852,4.362500190734863,26.84600067138672,15.09000015258789,26.15369415283203,134.6999969482422
2014-10-17,188.47000122070312,214625000,1.0,0.11,0.39,0.79,1.44,1.88,2.22,2.7,2.98,1238.300048828125,3.87,4.66,85.19000244140625,2967.994627515435,382.96569500857,5164.254898922809,10157.097353854331,11332.261034273542,16380.41015625,4258.43994140625,24.417499542236328,43.630001068115234,15.182000160217283,4.355000019073486,26.148500442504883,15.165332794189451,25.48852157592773,137.08999633789062
2014-10-20,190.3000030517578,130011000,1.0,0.1,0.37,0.76,1.41,1.85,2.2,2.68,2.96,1244.0,3.89,4.65,84.94999694824219,2974.159878251898,385.46419577104086,5088.6605585379,10085.127305122733,11114.771446138851,16399.669921875,4316.06982421875,24.940000534057617,44.08000183105469,15.310500144958496,4.392499923706055,26.61899948120117,15.364666938781738,25.9706974029541,137.22999572753906
2014-10-21,194.07000732421875,154949000,1.0,0.1,0.38,0.77,1.44,1.88,2.23,2.72,3.0,1251.0,3.92,4.66,85.30999755859375,2976.195530645025,382.69710396089056,5222.048768203415,10297.002545751166,11371.087813540127,16614.810546875,4419.47998046875,25.61750030517578,44.880001068115234,15.76650047302246,4.579999923706055,26.901500701904297,15.689332962036133,26.25491714477539,138.97000122070312
2014-10-22,192.69000244140625,151822000,-1.0,0.11,0.41,0.8,1.46,1.9,2.25,2.73,3.01,1244.800048828125,3.93,4.67,85.73999786376953,3017.834603831288,380.7155864911692,5219.50670035556,10313.113971815212,11367.137035545891,16461.3203125,4382.85009765625,25.747499465942383,44.380001068115234,15.648500442504885,4.472499847412109,27.13450050354004,15.40666675567627,26.562572479248047,137.64999389648438
2014-10-23,194.92999267578125,154944000,1.0,0.11,0.41,0.83,1.52,1.95,2.29,2.77,3.05,1228.5,3.96,4.71,85.83999633789062,3008.415409517589,376.9326839349232,5255.900266806362,10299.558859062266,11437.08865859313,16677.900390625,4452.7900390625,26.207500457763672,45.02000045776367,15.659000396728516,4.572500228881836,27.6825008392334,15.685999870300291,27.124530792236328,138.67999267578125
2014-10-24,196.42999267578125,117927000,1.0,0.11,0.41,0.82,1.52,1.96,2.29,2.77,3.05,1231.199951171875,3.97,4.72,85.7300033569336,3004.1109304263937,376.83606789539766,5224.735745987797,10240.763784262232,11373.218055171776,16805.41015625,4483.72021484375,26.30500030517578,46.130001068115234,14.352999687194824,4.619999885559082,27.44499969482422,15.682666778564451,26.91510581970215,139.39999389648438
2014-10-27,196.16000366210932,82954000,-1.0,0.11,0.41,0.81,1.51,1.94,2.27,2.75,3.04,1229.0999755859375,3.95,4.71,85.5,2983.5936321097543,375.04494852579217,5193.307023868198,10240.75107550621,11285.555398799828,16817.939453125,4485.93017578125,26.27750015258789,45.90999984741211,14.498499870300291,4.622499942779541,27.49399948120117,14.777999877929688,26.96446990966797,139.52999877929688
2014-10-28,198.41000366210932,106736000,1.0,0.11,0.42,0.84,1.53,1.97,2.3,2.79,3.06,1229.199951171875,3.96,4.73,85.41000366210938,3032.1971539680367,382.8495763178216,5223.698164959671,10323.465847074867,11517.941047276488,17005.75,4564.2900390625,26.684999465942383,46.4900016784668,14.779500007629396,4.732500076293945,27.94700050354004,16.184667587280273,27.369855880737305,140.4600067138672
2014-10-29,198.1100006103516,142557000,-1.0,0.11,0.48,0.93,1.61,2.03,2.34,2.79,3.06,1224.300048828125,3.93,4.7,85.94999694824219,3070.840937098372,388.8109855694164,5236.283907792298,10418.422213158512,11570.01537685888,16974.310546875,4549.22998046875,26.834999084472656,46.619998931884766,14.706000328063965,4.702499866485596,27.92250061035156,15.873332977294922,27.39129638671875,139.99000549316406
2014-10-30,199.3800048828125,113330000,1.0,0.11,0.48,0.91,1.58,2.02,2.32,2.77,3.04,1198.0999755859375,3.88,4.71,86.1500015258789,3056.789396497536,391.90255329152205,5231.547091702232,10345.401793430035,11514.597361458931,17195.419921875,4566.14013671875,26.7450008392334,46.04999923706055,14.953499794006348,4.672500133514404,28.013500213623047,15.910667419433594,27.440162658691406,139.5399932861328
2014-10-31,201.66000366210932,146903000,1.0,0.11,0.5,0.95,1.62,2.05,2.35,2.81,3.07,1171.0999755859375,3.9,4.74,86.87999725341797,3094.463721590844,396.45804552803736,5339.34948905604,10475.070522785189,11764.318980430837,17390.51953125,4630.740234375,27.0,46.95000076293945,15.27299976348877,4.885000228881836,28.39349937438965,16.113332748413086,27.87746238708496,140.16000366210938
2014-11-03,201.7700042724609,93600000,1.0,0.12,0.52,0.96,1.63,2.05,2.36,2.8,3.07,1169.4000244140625,3.9,4.75,87.30999755859375,3084.1728974110733,398.3434834202671,5243.848145734867,10363.720502853394,11567.517018069278,17366.240234375,4638.91015625,27.350000381469727,47.43999862670898,15.28600025177002,4.96750020980835,28.1884994506836,16.172666549682617,27.68499183654785,140.80999755859375
2014-11-04,201.07000732421875,93343000,-1.0,0.11,0.52,0.97,1.63,2.05,2.35,2.78,3.05,1167.4000244140625,3.89,4.739999999999999,86.9800033569336,3075.498376963776,397.94001636872406,5161.059966429428,10312.704478263857,11454.364232735825,17383.83984375,4623.64013671875,27.14999961853028,47.56999969482422,15.14050006866455,5.03249979019165,28.20949935913086,15.928667068481444,27.629642486572266,142.17999267578125
2014-11-05,202.33999633789065,91709000,1.0,0.11,0.52,0.97,1.63,2.05,2.36,2.79,3.06,1145.4000244140625,3.9,4.75,87.44000244140625,3056.9271434015814,396.4417876400184,5282.646101478952,10466.74634248548,11693.316611741668,17484.529296875,4620.72021484375,27.21500015258789,47.86000061035156,14.826000213623049,5.03249979019165,27.79750061035156,15.39799976348877,27.221263885498047,142.9199981689453
2014-11-06,203.1499938964844,107089000,1.0,0.12,0.54,1.01,1.67,2.09,2.39,2.83,3.09,1142.300048828125,3.93,4.79,88.01000213623047,3050.94908262018,397.4130294511851,5276.158071681915,10458.826584585244,11703.037181195336,17554.470703125,4638.47021484375,27.174999237060547,48.70000076293945,14.83199977874756,5.054999828338623,27.58449935913086,16.08133316040039,27.027795791625977,143.2899932861328
2014-11-07,203.33999633789065,89540000,1.0,0.12,0.51,0.95,1.6,2.01,2.32,2.76,3.04,1169.5999755859375,3.88,4.75,87.63999938964844,3037.7334274344025,396.4513173058875,5187.112607110175,10403.321085958974,11503.349101920146,17573.9296875,4632.52978515625,27.252500534057617,48.68000030517578,14.993000030517578,4.947500228881836,27.590999603271484,16.01333236694336,26.976436614990234,143.61000061035156
2014-11-10,203.97999572753903,66319000,1.0,0.13,0.55,1.0,1.65,2.07,2.38,2.81,3.09,1159.5999755859375,3.92,4.79,87.80999755859375,3063.101066410658,404.590859651682,5262.212124299549,10502.128703902012,11653.71158705384,17613.740234375,4651.6201171875,27.207500457763672,48.88999938964844,15.255499839782717,5.005000114440918,27.911500930786133,16.1286678314209,27.299549102783203,145.0500030517578
2014-11-11,204.17999267578125,54499400,1.0,0.135,0.55,1.0,1.65,2.065,2.375,2.81,3.09,1162.800048828125,3.935,4.795,87.52999877929688,3070.518591153348,404.38577509020246,5275.385182864615,10506.674413405708,11645.63566952548,17614.900390625,4660.56005859375,27.424999237060547,48.869998931884766,15.600500106811523,4.945000171661377,28.06450080871582,16.738666534423828,27.439165115356445,144.9499969482422
2014-11-12,203.9600067138672,90120300,-1.0,0.14,0.55,1.0,1.65,2.06,2.37,2.81,3.09,1158.9000244140625,3.95,4.8,87.81999969482422,3087.267728759906,407.9280151041749,5214.74671786977,10528.746296525002,11491.43625448132,17612.19921875,4675.14013671875,27.8125,48.77999877929688,15.575499534606934,4.912499904632568,27.912500381469727,16.606666564941406,27.290573120117188,145.52000427246094
2014-11-13,204.19000244140625,85357900,1.0,0.15,0.53,0.97,1.64,2.05,2.35,2.8,3.08,1161.0999755859375,3.97,4.82,87.66999816894531,3097.8042771365144,406.5710782582754,5205.591267540352,10463.44800323248,11495.829565400723,17652.7890625,4680.14013671875,28.20499992370605,49.61000061035156,15.824000358581545,4.887499809265137,27.82200050354004,16.780000686645508,27.19433784484864,146.2899932861328
2014-11-14,204.2400054931641,80417500,1.0,0.15,0.54,0.96,1.62,2.02,2.32,2.77,3.04,1185.0,3.94,4.8,87.52999877929688,3106.373565535177,405.4401016215416,5242.981862922548,10448.928093918425,11543.952661652933,17634.740234375,4688.5400390625,28.545000076293945,49.58000183105469,16.391000747680664,4.947500228881836,27.75950050354004,17.245332717895508,27.145471572875977,145.52000427246094
2014-11-17,204.3699951171875,80441000,1.0,0.15,0.54,0.96,1.64,2.04,2.34,2.79,3.06,1183.0,3.95,4.83,87.93000030517578,3069.1494205388863,404.4644140101153,5290.428331424308,10452.601530075071,11650.120559823466,17647.75,4671.0,28.497499465942383,49.459999084472656,16.15250015258789,4.925000190734863,27.332000732421875,16.93199920654297,26.752052307128903,145.3699951171875
2014-11-18,205.5500030517578,76068100,1.0,0.14,0.53,0.96,1.63,2.03,2.32,2.77,3.05,1196.699951171875,3.96,4.840000000000001,87.58000183105469,3034.416733398393,401.9314140795757,5306.219389788806,10493.626864898368,11772.396097160876,17687.8203125,4702.43994140625,28.86750030517578,48.7400016784668,16.24650001525879,5.042500019073486,27.225500106811523,17.18000030517578,26.67825508117676,145.80999755859375
2014-11-19,205.22000122070312,82373000,-1.0,0.15,0.54,0.99,1.66,2.07,2.36,2.8,3.08,1193.5999755859375,3.98,4.869999999999999,87.6500015258789,3014.188308716112,401.08765394608776,5346.973811987613,10465.890020787716,11872.610731712892,17685.73046875,4675.7099609375,28.667499542236328,48.220001220703125,16.32699966430664,5.002500057220459,27.36000061035156,16.516000747680664,26.77598762512207,145.64999389648438
2014-11-20,205.5800018310547,72840300,1.0,0.14,0.53,0.97,1.64,2.05,2.34,2.78,3.05,1190.699951171875,3.97,4.859999999999999,87.58999633789062,3011.120212685548,401.44314037742873,5310.020098515088,10468.16759244533,11893.616595858475,17719.0,4701.8701171875,29.07749938964844,48.70000076293945,16.527000427246094,5.085000038146973,27.1879997253418,16.58066749572754,26.66828155517578,145.72000122070312
2014-11-21,206.67999267578125,142327300,1.0,0.14,0.53,0.96,1.63,2.03,2.31,2.75,3.02,1197.5,3.94,4.8,88.30999755859375,3021.933624078228,406.82276814518616,5453.602220231609,10595.306854456549,12209.488677117391,17810.060546875,4712.97021484375,29.11750030517578,47.97999954223633,16.631500244140625,5.112500190734863,27.29450035095215,16.185333251953125,26.801416397094727,146.6999969482422
2014-11-24,207.259994506836,65880800,1.0,0.14,0.53,0.95,1.62,2.02,2.3,2.74,3.01,1195.5,3.94,4.8,88.1500015258789,3080.3308381957454,414.37928585957707,5405.949947531626,10531.273853410969,12109.618163528969,17817.900390625,4754.89013671875,29.65749931335449,47.59000015258789,16.781999588012695,5.144999980926514,27.374000549316406,16.447999954223633,26.889673233032227,147.27000427246094
2014-11-25,207.1100006103516,79108300,-1.0,0.14,0.51,0.94,1.58,1.98,2.27,2.69,2.97,1197.0999755859375,3.88,4.73,87.91999816894531,3074.4082207526662,418.7414383560426,5448.6011526722,10565.8808605441,12260.611239622813,17814.939453125,4758.25,29.39999961853028,47.470001220703125,16.75200080871582,5.142499923706055,27.46150016784668,16.53933334350586,26.97992706298828,147.80999755859375
2014-11-26,207.63999938964844,62167800,1.0,0.14,0.53,0.93,1.56,1.96,2.24,2.67,2.95,1196.5999755859375,3.86,4.71,87.61000061035156,3109.2574823751925,425.1835157968233,5458.314397514798,10579.006401364342,12375.267531787513,17827.75,4787.31982421875,29.75,47.75,16.678499221801758,5.230000019073486,27.386499404907227,16.562667846679688,26.94452476501465,148.19000244140625
2014-11-28,207.1999969482422,57890100,-1.0,0.13,0.47,0.88,1.49,1.89,2.18,2.62,2.89,1175.199951171875,3.83,4.7,88.36000061035156,3094.2481756713223,437.7345707177301,5471.03872004454,10571.122700401756,12438.126109964214,17828.240234375,4791.6298828125,29.732500076293945,47.810001373291016,16.93199920654297,5.242499828338623,27.45400047302246,16.301332473754883,27.01732444763184,148.69000244140625
2014-12-01,205.759994506836,103968400,-1.0,0.13,0.49,0.9,1.52,1.93,2.22,2.66,2.95,1218.0,3.86,4.76,87.94999694824219,3013.5410793857864,437.0866551867946,5444.643884088378,10392.019288904556,12392.888254088815,17776.80078125,4727.35009765625,28.76749992370605,48.619998931884766,16.299999237060547,5.144999980926514,26.982500076293945,15.442667007446287,26.61692237854004,148.52000427246094
2014-12-02,207.08999633789065,74507200,1.0,0.14,0.55,0.96,1.59,2.0,2.28,2.72,3.0,1199.199951171875,3.93,4.82,88.6500015258789,3050.1293798981337,449.9050469594585,5472.241151941242,10608.292090220726,12387.868703074288,17879.55078125,4755.81005859375,28.65749931335449,48.459999084472656,16.315500259399414,5.152500152587891,26.929500579833984,15.428667068481444,26.61442947387696,149.8699951171875
2014-12-03,207.88999938964844,68952000,1.0,0.15,0.57,0.98,1.61,2.01,2.29,2.71,2.99,1208.5,3.92,4.8100000000000005,88.95999908447266,3021.402517528272,452.7625945299513,5440.857151387609,10509.13834554702,12353.555631357012,17912.619140625,4774.47021484375,28.982500076293945,48.08000183105469,15.824999809265137,5.284999847412109,26.848499298095703,15.286666870117188,26.493263244628903,149.72999572753906
2014-12-04,207.66000366210932,91316600,-1.0,0.14,0.55,0.97,1.59,1.98,2.25,2.66,2.94,1207.5,3.89,4.78,88.69999694824219,3073.8166653725784,472.3562674813656,5325.578541127499,10482.752607862349,12133.549748478456,17900.099609375,4769.43994140625,28.872499465942383,48.84000015258789,15.846500396728516,5.237500190734863,27.128999710083008,15.218667030334473,26.791942596435547,150.0500030517578
2014-12-05,208.0,91025500,1.0,0.18,0.65,1.09,1.69,2.06,2.31,2.69,2.97,1190.0999755859375,3.9,4.79,89.33000183105469,3096.7353421363514,478.2705103396437,5474.260370833509,10571.799910689588,12494.574510438251,17958.7890625,4780.759765625,28.75,48.41999816894531,15.631500244140623,5.267499923706055,26.40399932861328,14.913999557495115,26.191091537475582,150.67999267578125
