Date,gold_close,oil_close
2013-08-01,1311.0,107.88999938964844
2013-08-02,1310.5999755859375,106.94000244140624
2013-08-05,1302.5999755859375,106.55999755859376
2013-08-06,1283.199951171875,105.3000030517578
2013-08-07,1286.0999755859375,104.37000274658205
2013-08-08,1310.699951171875,103.4000015258789
2013-08-09,1312.9000244140625,105.97000122070312
2013-08-12,1334.699951171875,106.11000061035156
2013-08-13,1321.199951171875,106.83000183105467
2013-08-14,1334.0,106.8499984741211
2013-08-15,1361.5999755859375,107.33000183105467
2013-08-16,1371.699951171875,107.45999908447266
2013-08-19,1366.199951171875,107.0999984741211
2013-08-20,1373.0999755859375,104.97000122070312
2013-08-21,1370.5999755859375,103.8499984741211
2013-08-22,1371.199951171875,105.02999877929688
2013-08-23,1395.699951171875,106.41999816894533
2013-08-26,1393.0,105.91999816894533
2013-08-27,1420.5999755859375,109.01000213623048
2013-08-28,1419.0,110.0999984741211
2013-08-29,1412.9000244140625,108.8000030517578
2013-08-30,1396.0999755859375,107.6500015258789
2013-09-03,1412.0,108.54000091552734
2013-09-04,1389.9000244140625,107.2300033569336
2013-09-05,1373.0999755859375,108.37000274658205
2013-09-06,1386.699951171875,110.52999877929688
2013-09-09,1386.800048828125,109.5199966430664
2013-09-10,1364.0999755859375,107.38999938964844
2013-09-11,1363.9000244140625,107.55999755859376
2013-09-12,1330.4000244140625,108.5999984741211
2013-09-13,1308.4000244140625,108.20999908447266
2013-09-16,1317.9000244140625,106.58999633789062
2013-09-17,1309.5,105.41999816894533
2013-09-18,1307.800048828125,108.06999969482422
2013-09-19,1369.4000244140625,106.38999938964844
2013-09-20,1332.5,104.68000030517578
2013-09-23,1326.9000244140625,103.58999633789062
2013-09-24,1316.0,103.12999725341795
2013-09-25,1335.9000244140625,102.66000366210938
2013-09-26,1323.5999755859375,103.02999877929688
2013-09-27,1338.4000244140625,102.87000274658205
2013-09-30,1326.5,102.33000183105467
2013-10-01,1286.0,102.04000091552734
2013-10-02,1320.5999755859375,104.0999984741211
2013-10-03,1317.4000244140625,103.30999755859376
2013-10-04,1309.699951171875,103.83999633789062
2013-10-07,1324.800048828125,103.02999877929688
2013-10-08,1324.199951171875,103.48999786376952
2013-10-09,1306.9000244140625,101.61000061035156
2013-10-10,1296.5999755859375,103.01000213623048
2013-10-11,1268.0,102.0199966430664
2013-10-14,1276.4000244140625,102.41000366210938
2013-10-15,1273.0,101.20999908447266
2013-10-16,1282.0,102.29000091552734
2013-10-17,1322.699951171875,100.66999816894533
2013-10-18,1314.4000244140625,100.80999755859376
2013-10-21,1315.699951171875,99.22000122070312
2013-10-22,1342.5,97.8000030517578
2013-10-23,1333.9000244140625,96.86000061035156
2013-10-24,1350.199951171875,97.11000061035156
2013-10-25,1352.4000244140625,97.8499984741211
2013-10-28,1352.0,98.68000030517578
2013-10-29,1345.199951171875,98.1999969482422
2013-10-30,1349.0,96.7699966430664
2013-10-31,1323.5999755859375,96.37999725341795
2013-11-01,1313.0999755859375,94.61000061035156
2013-11-04,1314.5999755859375,94.62000274658205
2013-11-05,1308.0,93.37000274658205
2013-11-06,1317.699951171875,94.8000030517578
2013-11-07,1308.4000244140625,94.1999969482422
2013-11-08,1284.5,94.5999984741211
2013-11-11,1281.0,95.13999938964844
2013-11-12,1271.0999755859375,93.04000091552734
2013-11-13,1268.300048828125,93.87999725341795
2013-11-14,1286.199951171875,93.76000213623048
2013-11-15,1287.300048828125,93.83999633789062
2013-11-18,1272.199951171875,93.02999877929688
2013-11-19,1273.4000244140625,93.33999633789062
2013-11-20,1257.9000244140625,93.33000183105467
2013-11-21,1243.5,95.44000244140624
2013-11-22,1244.0,94.83999633789062
2013-11-25,1241.0999755859375,94.08999633789062
2013-11-26,1241.4000244140625,93.68000030517578
2013-11-27,1237.800048828125,92.3000030517578
2013-11-29,1250.5999755859375,92.72000122070312
2013-12-02,1222.300048828125,93.81999969482422
2013-12-03,1221.699951171875,96.04000091552734
2013-12-04,1248.199951171875,97.1999969482422
2013-12-05,1233.199951171875,97.37999725341795
2013-12-06,1230.300048828125,97.6500015258789
2013-12-09,1235.300048828125,97.33999633789062
2013-12-10,1262.4000244140625,98.51000213623048
2013-12-11,1258.5,97.44000244140624
2013-12-12,1226.0,97.5
2013-12-13,1235.699951171875,96.5999984741211
2013-12-16,1245.5,97.4800033569336
2013-12-17,1231.199951171875,97.22000122070312
2013-12-18,1236.0999755859375,97.8000030517578
2013-12-19,1195.0,98.7699966430664
2013-12-20,1205.0999755859375,99.31999969482422
2013-12-23,1198.4000244140625,98.91000366210938
2013-12-24,1205.0999755859375,99.22000122070312
2013-12-26,1214.0999755859375,99.5500030517578
2013-12-27,1216.0999755859375,100.31999969482422
2013-12-30,1203.0999755859375,99.29000091552734
2013-12-31,1201.9000244140625,98.41999816894533
2014-01-02,1225.0,95.44000244140624
2014-01-03,1238.4000244140625,93.95999908447266
2014-01-06,1237.800048828125,93.43000030517578
2014-01-07,1229.4000244140625,93.66999816894533
2014-01-08,1225.300048828125,92.33000183105467
2014-01-09,1229.300048828125,91.66000366210938
2014-01-10,1246.699951171875,92.72000122070312
2014-01-13,1250.9000244140625,91.8000030517578
2014-01-14,1245.199951171875,92.58999633789062
2014-01-15,1238.0999755859375,94.16999816894533
2014-01-16,1240.0,93.95999908447266
2014-01-17,1251.699951171875,94.37000274658205
2014-01-21,1242.300048828125,94.98999786376952
2014-01-22,1239.0,96.7300033569336
2014-01-23,1262.5999755859375,97.31999969482422
2014-01-24,1264.5,96.63999938964844
2014-01-27,1263.5999755859375,95.72000122070312
2014-01-28,1251.0,97.41000366210938
2014-01-29,1262.199951171875,97.36000061035156
2014-01-30,1242.199951171875,98.2300033569336
2014-01-31,1240.0999755859375,97.48999786376952
2014-02-03,1260.4000244140625,96.43000030517578
2014-02-04,1251.699951171875,97.19000244140624
2014-02-05,1257.300048828125,97.37999725341795
2014-02-06,1257.5999755859375,97.83999633789062
2014-02-07,1263.300048828125,99.87999725341795
2014-02-10,1274.800048828125,100.05999755859376
2014-02-11,1290.0999755859375,99.94000244140624
2014-02-12,1295.300048828125,100.37000274658205
2014-02-13,1300.4000244140625,100.3499984741211
2014-02-14,1319.0,100.3000030517578
2014-02-18,1324.699951171875,102.43000030517578
2014-02-19,1320.5999755859375,103.30999755859376
2014-02-20,1317.0999755859375,102.91999816894533
2014-02-21,1323.9000244140625,102.1999969482422
2014-02-24,1338.300048828125,102.81999969482422
2014-02-25,1343.0,101.83000183105467
2014-02-26,1328.199951171875,102.58999633789062
2014-02-27,1331.5999755859375,102.4000015258789
2014-02-28,1321.4000244140625,102.58999633789062
2014-03-03,1350.0999755859375,104.91999816894533
2014-03-04,1337.800048828125,103.33000183105467
2014-03-05,1340.199951171875,101.4499969482422
2014-03-06,1351.699951171875,101.55999755859376
2014-03-07,1338.0999755859375,102.58000183105467
2014-03-10,1341.4000244140625,101.12000274658205
2014-03-11,1346.5,100.02999877929688
2014-03-12,1370.300048828125,97.98999786376952
2014-03-13,1372.199951171875,98.1999969482422
2014-03-14,1379.0,98.88999938964844
2014-03-17,1372.9000244140625,98.08000183105467
2014-03-18,1359.0,99.6999969482422
2014-03-19,1341.4000244140625,100.37000274658205
2014-03-20,1330.5,99.43000030517578
2014-03-21,1336.0,99.45999908447266
2014-03-24,1311.199951171875,99.5999984741211
2014-03-25,1311.4000244140625,99.19000244140624
2014-03-26,1303.4000244140625,100.26000213623048
2014-03-27,1294.699951171875,101.27999877929688
2014-03-28,1293.800048828125,101.66999816894533
2014-03-31,1283.4000244140625,101.58000183105467
2014-04-01,1279.5999755859375,99.73999786376952
2014-04-02,1290.5,99.62000274658205
2014-04-03,1284.4000244140625,100.29000091552734
2014-04-04,1303.199951171875,101.13999938964844
2014-04-07,1298.0,100.44000244140624
2014-04-08,1308.699951171875,102.55999755859376
2014-04-09,1305.5,103.5999984741211
2014-04-10,1320.0999755859375,103.4000015258789
2014-04-11,1318.699951171875,103.73999786376952
2014-04-14,1327.199951171875,104.0500030517578
2014-04-15,1300.0,103.75
2014-04-16,1303.0999755859375,103.76000213623048
2014-04-17,1293.4000244140625,104.3000030517578
2014-04-21,1288.0,104.37000274658205
2014-04-22,1280.5999755859375,102.12999725341795
2014-04-23,1284.199951171875,101.44000244140624
2014-04-24,1290.5,101.94000244140624
2014-04-25,1300.699951171875,100.5999984741211
2014-04-28,1298.9000244140625,100.83999633789062
2014-04-29,1296.0,101.27999877929688
2014-04-30,1295.5999755859375,99.73999786376952
2014-05-01,1283.0999755859375,99.41999816894533
2014-05-02,1302.5999755859375,99.76000213623048
2014-05-05,1309.0,99.4800033569336
2014-05-06,1308.300048828125,99.5
2014-05-07,1288.5999755859375,100.7699966430664
2014-05-08,1287.4000244140625,100.26000213623048
2014-05-09,1287.300048828125,99.98999786376952
2014-05-12,1295.5999755859375,100.58999633789062
2014-05-13,1294.5999755859375,101.6999969482422
2014-05-14,1305.699951171875,102.37000274658205
2014-05-15,1293.5,101.5
2014-05-16,1293.300048828125,102.0199966430664
2014-05-19,1293.699951171875,102.61000061035156
2014-05-20,1294.5,102.44000244140624
2014-05-21,1288.0,104.06999969482422
2014-05-22,1294.9000244140625,103.73999786376952
2014-05-23,1291.5999755859375,104.3499984741211
2014-05-27,1265.4000244140625,104.11000061035156
2014-05-28,1259.300048828125,102.72000122070312
2014-05-29,1256.300048828125,103.58000183105467
2014-05-30,1245.5999755859375,102.70999908447266
2014-06-02,1243.699951171875,102.47000122070312
2014-06-03,1244.300048828125,102.66000366210938
2014-06-04,1244.0,102.63999938964844
2014-06-05,1253.0,102.4800033569336
2014-06-06,1252.0999755859375,102.66000366210938
2014-06-09,1253.5,104.41000366210938
2014-06-10,1259.800048828125,104.3499984741211
2014-06-11,1260.800048828125,104.4000015258789
2014-06-12,1273.5999755859375,106.52999877929688
2014-06-13,1273.699951171875,106.91000366210938
2014-06-16,1274.9000244140625,106.9000015258789
2014-06-17,1271.699951171875,106.36000061035156
2014-06-18,1272.4000244140625,105.97000122070312
2014-06-19,1313.699951171875,106.43000030517578
2014-06-20,1316.199951171875,107.26000213623048
2014-06-23,1318.0,106.16999816894533
2014-06-24,1320.9000244140625,106.02999877929688
2014-06-25,1322.199951171875,106.5
2014-06-26,1316.0999755859375,105.83999633789062
2014-06-27,1319.0,105.73999786376952
2014-06-30,1321.800048828125,105.37000274658205
2014-07-01,1326.4000244140625,105.33999633789062
2014-07-02,1330.699951171875,104.4800033569336
2014-07-03,1320.4000244140625,104.05999755859376
2014-07-07,1316.5,103.52999877929688
2014-07-08,1316.0,103.4000015258789
2014-07-09,1323.800048828125,102.29000091552734
2014-07-10,1338.699951171875,102.93000030517578
2014-07-11,1337.0,100.83000183105467
2014-07-14,1306.300048828125,100.91000366210938
2014-07-15,1296.9000244140625,99.95999908447266
2014-07-16,1299.5999755859375,101.1999969482422
2014-07-17,1316.699951171875,103.19000244140624
2014-07-18,1309.199951171875,103.12999725341795
2014-07-21,1313.699951171875,104.58999633789062
2014-07-22,1306.0999755859375,104.41999816894533
2014-07-23,1304.5,103.12000274658205
2014-07-24,1290.5999755859375,102.06999969482422
2014-07-25,1303.0999755859375,102.08999633789062
2014-07-28,1303.300048828125,101.66999816894533
2014-07-29,1298.300048828125,100.97000122070312
2014-07-30,1294.9000244140625,100.2699966430664
2014-07-31,1281.300048828125,98.16999816894533
2014-08-01,1293.5999755859375,97.87999725341795
2014-08-04,1287.699951171875,98.29000091552734
2014-08-05,1284.0,97.37999725341795
2014-08-06,1306.699951171875,96.91999816894533
2014-08-07,1310.800048828125,97.33999633789062
2014-08-08,1308.9000244140625,97.6500015258789
2014-08-11,1308.5,98.08000183105467
2014-08-12,1308.800048828125,97.37000274658205
2014-08-13,1312.800048828125,97.58999633789062
2014-08-14,1313.9000244140625,95.58000183105467
2014-08-15,1304.5,97.3499984741211
2014-08-18,1297.699951171875,96.41000366210938
2014-08-19,1295.0999755859375,94.4800033569336
2014-08-20,1293.4000244140625,96.06999969482422
2014-08-21,1273.699951171875,93.95999908447266
2014-08-22,1278.5999755859375,93.6500015258789
2014-08-25,1277.300048828125,93.3499984741211
2014-08-26,1283.800048828125,93.86000061035156
2014-08-27,1281.9000244140625,93.87999725341795
2014-08-28,1288.699951171875,94.5500030517578
2014-08-29,1285.800048828125,95.95999908447266
2014-09-02,1263.699951171875,92.87999725341795
2014-09-03,1268.9000244140625,95.54000091552734
2014-09-04,1265.0999755859375,94.4499969482422
2014-09-05,1265.800048828125,93.29000091552734
2014-09-08,1252.699951171875,92.66000366210938
2014-09-09,1246.800048828125,92.75
2014-09-10,1243.5,91.66999816894533
2014-09-11,1237.4000244140625,92.83000183105467
2014-09-12,1229.9000244140625,92.2699966430664
2014-09-15,1233.5999755859375,92.91999816894533
2014-09-16,1235.199951171875,94.87999725341795
2014-09-17,1234.4000244140625,94.41999816894533
2014-09-18,1225.699951171875,93.06999969482422
2014-09-19,1215.300048828125,92.41000366210938
2014-09-22,1216.800048828125,91.5199966430664
2014-09-23,1221.0,91.55999755859376
2014-09-24,1218.5999755859375,92.8000030517578
2014-09-25,1221.199951171875,92.52999877929688
2014-09-26,1214.0999755859375,93.54000091552734
2014-09-29,1217.5,94.56999969482422
2014-09-30,1210.5,91.16000366210938
2014-10-01,1214.5999755859375,90.7300033569336
