Date,Close,Volume
2012-09-04,141.02999877929688,120226200
2012-09-05,140.91000366210938,100660300
2012-09-06,143.77000427246094,158272500
2012-09-07,144.3300018310547,107272100
2012-09-10,143.50999450683594,86458500
2012-09-11,143.91000366210938,88760000
2012-09-12,144.38999938964844,87640900
2012-09-13,146.58999633789062,225470200
2012-09-14,147.24000549316406,169777000
2012-09-17,146.74000549316406,119427800
2012-09-18,146.6199951171875,98326600
2012-09-19,146.6999969482422,128318300
2012-09-20,146.7100067138672,154009800
2012-09-21,145.8699951171875,108737500
2012-09-24,145.64999389648438,95682000
2012-09-25,144.10000610351562,133165200
2012-09-26,143.2899932861328,146502200
2012-09-27,144.63999938964844,111830300
2012-09-28,143.97000122070312,150696100
2012-10-01,144.35000610351562,135911200
2012-10-02,144.5,113422200
2012-10-03,145.08999633789062,121283100
2012-10-04,146.1300048828125,124311600
2012-10-05,146.13999938964844,124842100
2012-10-08,145.63999938964844,78415400
2012-10-09,144.1999969482422,148872900
2012-10-10,143.27999877929688,124247500
2012-10-11,143.36000061035156,123601500
2012-10-12,142.88999938964844,124181900
2012-10-15,144.0800018310547,107689100
2012-10-16,145.5399932861328,108815500
2012-10-17,146.1999969482422,128834100
2012-10-18,145.82000732421875,148108500
2012-10-19,143.38999938964844,185645200
2012-10-22,143.41000366210938,125578600
2012-10-23,141.4199981689453,192056300
2012-10-24,141.02000427246094,120179400
2012-10-25,141.42999267578125,134457400
2012-10-26,141.35000610351562,146023500
2012-10-31,141.35000610351562,103438500
2012-11-01,142.8300018310547,100995600
2012-11-02,141.55999755859375,137702200
2012-11-05,141.85000610351562,98378500
2012-11-06,142.9600067138672,107068100
2012-11-07,139.72000122070312,264304500
2012-11-08,138.0399932861328,181517300
2012-11-09,138.16000366210938,201055300
2012-11-12,138.27000427246094,97677500
2012-11-13,137.7899932861328,123018300
2012-11-14,135.92999267578125,191505000
2012-11-15,135.6999969482422,178128400
2012-11-16,136.3699951171875,239483900
2012-11-19,139.1300048828125,151495800
2012-11-20,139.19000244140625,119807400
2012-11-21,139.4499969482422,81710800
2012-11-23,141.35000610351562,65409200
2012-11-26,141.0500030517578,100124400
2012-11-27,140.3300018310547,128646200
2012-11-28,141.4600067138672,177086500
2012-11-29,142.1199951171875,151085900
2012-11-30,142.14999389648438,136568300
2012-12-03,141.4499969482422,124656300
2012-12-04,141.25,127512200
2012-12-05,141.5,147300500
2012-12-06,141.97999572753906,103220600
2012-12-07,142.41000366210938,108726400
2012-12-10,142.47000122070312,98840700
2012-12-11,143.44000244140625,152570400
2012-12-12,143.50999450683594,145880100
2012-12-13,142.6300048828125,135715000
2012-12-14,142.10000610351562,137701700
2012-12-17,143.77000427246094,143238200
2012-12-18,145.3699951171875,177762800
2012-12-19,144.2899932861328,150895400
2012-12-20,145.1199951171875,168487000
2012-12-21,142.7899932861328,245883800
2012-12-24,142.35000610351562,53874600
2012-12-26,141.75,106947700
2012-12-27,141.55999755859375,167920600
2012-12-28,140.02999877929688,148806700
2012-12-31,142.41000366210938,243935200
2013-01-02,146.05999755859375,192059000
2013-01-03,145.72999572753906,144761800
2013-01-04,146.3699951171875,116817700
2013-01-07,145.97000122070312,110002500
2013-01-08,145.5500030517578,121265100
2013-01-09,145.9199981689453,90745600
2013-01-10,147.0800018310547,130735400
2013-01-11,147.07000732421875,113917300
2013-01-14,146.97000122070312,89567200
2013-01-15,147.07000732421875,93172600
2013-01-16,147.0500030517578,104849500
2013-01-17,148.0,133833500
2013-01-18,148.3300018310547,169906000
2013-01-22,149.1300048828125,111797300
2013-01-23,149.3699951171875,104596100
2013-01-24,149.41000366210938,146426400
2013-01-25,150.25,147211600
2013-01-28,150.07000732421875,113357700
2013-01-29,150.66000366210938,105694400
2013-01-30,150.07000732421875,137447700
2013-01-31,149.6999969482422,108975800
2013-02-01,151.24000549316406,131173000
2013-02-04,149.5399932861328,159073600
2013-02-05,151.0500030517578,113912400
2013-02-06,151.16000366210938,138762800
2013-02-07,150.9600067138672,162490000
2013-02-08,151.8000030517578,103133700
2013-02-11,151.77000427246094,73775000
2013-02-12,152.02000427246094,65392700
2013-02-13,152.14999389648438,82322600
2013-02-14,152.2899932861328,80834300
2013-02-15,152.11000061035156,215226500
2013-02-19,153.25,95105400
2013-02-20,151.33999633789062,160574800
2013-02-21,150.4199981689453,183257000
2013-02-22,151.88999938964844,106356600
2013-02-25,149.0,245824800
2013-02-26,150.02000427246094,186596200
2013-02-27,151.91000366210938,150781900
2013-02-28,151.61000061035156,126866000
2013-03-01,152.11000061035156,170634800
2013-03-04,152.9199981689453,99010200
2013-03-05,154.2899932861328,121431900
2013-03-06,154.5,94469900
2013-03-07,154.77999877929688,86101400
2013-03-08,155.44000244140625,123477800
2013-03-11,156.02999877929688,83746800
2013-03-12,155.67999267578125,105755800
2013-03-13,155.89999389648438,92550900
2013-03-14,156.72999572753906,126329900
2013-03-15,155.8300018310547,138601100
2013-03-18,154.97000122070312,126704300
2013-03-19,154.61000061035156,167567300
2013-03-20,155.69000244140625,113759300
2013-03-21,154.36000061035156,128605000
2013-03-22,155.60000610351562,111163600
2013-03-25,154.9499969482422,151322300
2013-03-26,156.19000244140625,86856600
2013-03-27,156.19000244140625,99950600
2013-03-28,156.6699981689453,102932800
2013-04-01,156.0500030517578,99194100
2013-04-02,156.82000732421875,101504300
2013-04-03,155.22999572753906,154167400
2013-04-04,155.86000061035156,131885000
2013-04-05,155.16000366210938,159666000
2013-04-08,156.2100067138672,86571200
2013-04-09,156.75,101922200
2013-04-10,158.6699981689453,135711100
2013-04-11,159.19000244140625,110142500
2013-04-12,158.8000030517578,116359900
2013-04-15,155.1199951171875,217259000
2013-04-16,157.41000366210938,147507800
2013-04-17,155.11000061035156,226834800
2013-04-18,154.13999938964844,167583200
2013-04-19,155.47999572753906,149687600
2013-04-22,156.1699981689453,106553500
2013-04-23,157.77999877929688,166141300
2013-04-24,157.8800048828125,96781200
2013-04-25,158.52000427246094,131060600
2013-04-26,158.24000549316406,95918800
2013-04-29,159.3000030517578,88572800
2013-04-30,159.67999267578125,116010700
