Date,HSI,SSE,FCHI,FTSE,GDAXI,DJI,IXIC
2019-06-11,3543.3834225746104,422.175157268455,6121.3416128824465,9389.555051863194,13758.074914976489,26048.509765625,7822.56982421875
2019-06-12,3484.982394705293,421.01468466607906,6089.525499509415,9374.848949573643,13726.481784529053,26004.830078125,7792.72021484375
2019-06-13,3488.5431432487667,420.8158205103425,6072.099660924287,9353.270549445704,13745.679074570886,26106.76953125,7837.1298828125
2019-06-14,3463.952388817269,416.4220768547456,6054.913636511891,9314.515358698322,13645.27631964395,26089.609375,7796.66015625
2019-06-17,3477.8204294649186,417.0152272381529,6047.056086611934,9267.287603695875,13556.72574121505,26112.529296875,7845.02001953125
2019-06-18,3510.451295294331,417.35737268295264,6184.453526556026,9334.671524763107,13841.900609731674,26465.5390625,7953.8798828125
2019-06-19,3600.8632858146425,422.72911218941584,6179.675495721633,9303.684843599796,13783.348626344232,26504.0,7987.31982421875
2019-06-20,3649.270402656401,432.7464460082483,6221.139522169658,9396.784919496684,13885.580941894907,26753.169921875,8051.33984375
2019-06-21,3643.9821887132703,438.1813089397838,6244.583783602575,9413.40150862932,13938.687224918744,26719.130859375,8031.7099609375
2019-06-24,3649.3370182067156,437.9373657949762,6286.314600376529,9456.940646493807,13974.259987338446,26727.5390625,8005.7001953125
2019-06-25,3609.5982477437356,433.6868355880142,6286.773867710552,9455.888317628705,13940.78635083849,26548.220703125,7884.72021484375
2019-06-26,3613.384699087356,432.6748776130369,6254.3009852815885,9411.914043090306,13922.889349814504,26536.8203125,7909.97021484375
2019-06-27,3664.3859524523723,435.6373831098897,6248.845264457748,9399.74522346165,13957.993254436878,26526.580078125,7967.759765625
2019-06-28,3652.099509207966,433.78980705964204,6299.4385510953725,9413.79320031876,14101.082773048547,26599.9609375,8006.240234375
2019-07-01,3675.0314765753565,443.4884523710461,6327.890073091257,9517.734064161776,14230.458688869723,26717.4296875,8091.16015625
2019-07-02,3696.1803559583195,444.3193472909841,6294.805274047656,9558.324056684389,14139.467274671886,26786.6796875,8109.08984375
2019-07-03,3699.6571264713984,438.77513704264834,6345.353000984935,9586.398759067059,14247.589257782092,26966.0,8170.22998046875
2019-07-04,3693.2334518335983,436.7967622383728,6344.654734354989,9567.4056538078,14256.574784104476,26944.0595703125,8166.010009765625
2019-07-05,3696.1271032790514,438.25268784319627,6312.955281020433,9504.102367329993,14184.579585122992,26922.119140625,8161.7900390625
2019-07-08,3633.944963664543,425.58148910764413,6275.193958436488,9455.89081409201,14083.070628126618,26806.140625,8098.3798828125
2019-07-09,3605.159600818006,425.55917413701513,6249.691559877188,9433.005238771439,13948.888028957066,26783.490234375,8141.72998046875
2019-07-10,3611.910551472217,423.2251743452578,6240.29351388244,9382.180044521461,13868.426610004622,26860.19921875,8202.5302734375
2019-07-11,3637.548043458313,424.57449668521434,6250.8588235557545,9393.355278333183,13884.552118777065,27088.080078125,8196.0400390625
2019-07-12,3639.9877851953474,426.6217283767146,6270.800005541532,9400.125473499298,13866.682274406776,27332.029296875,8244.1396484375
2019-07-15,3649.1347148871273,427.65632267979527,6287.786903364351,9468.834650837467,13963.07306151744,27359.16015625,8258.1904296875
2019-07-16,3656.664958274631,427.172126987949,6322.784561896696,9485.13514482358,13999.470131533217,27335.630859375,8222.7998046875
2019-07-17,3657.809627024223,426.40900427914306,6247.152453356538,9353.084833323956,13837.098142251485,27219.849609375,8185.2099609375
2019-07-18,3642.4306345399214,422.12489159451053,6233.071055487962,9317.4582289877,13731.442497225944,27222.970703125,8207.240234375
2019-07-19,3680.8642532711365,425.08469143597154,6252.776186333968,9417.305129761458,13806.697329428045,27154.19921875,8146.490234375
2019-07-22,3633.753620183413,419.5512495107541,6245.254639241786,9403.263283735432,13786.628130270867,27171.900390625,8204.1396484375
2019-07-23,3644.973740236891,421.4967904274672,6295.774482251145,9427.152920729712,13997.266265989747,27349.189453125,8251.400390625
2019-07-24,3652.2269101440897,425.00036170360545,6251.24892432487,9331.152969181538,13964.594042986744,27269.970703125,8321.5
2019-07-25,3659.6722812973885,427.4699905525158,6215.305113789276,9350.855609601655,13774.387753718765,27140.98046875,8238.5400390625
2019-07-26,3633.2457907847106,428.5086456201823,6253.050808622035,9401.237634025454,13843.418665501285,27192.44921875,8330.2099609375
2019-07-29,3595.1814739819965,427.5842537099233,6235.2224658065825,9513.47208565462,13823.29986209923,27221.349609375,8293.330078125
2019-07-30,3598.647770710287,428.34718912452445,6141.015395156108,9342.455944143467,13535.736557018012,27198.01953125,8273.6103515625
2019-07-31,3550.729578450321,426.0140022806226,6157.974164514395,9226.764706735965,13600.499189866125,26864.26953125,8175.419921875
2019-08-01,3521.8054533984373,422.577493290715,6153.022898426744,9218.511780782137,13566.375849835806,26583.419921875,8111.1201171875
2019-08-02,3439.9423032210907,415.7615459449589,5937.160842299461,8980.589490666694,13153.310024570557,26485.009765625,8004.06982421875
2019-08-05,3339.384512534015,406.6030691564083,5822.326790679828,8778.587842070614,12950.302158170147,25717.740234375,7726.0400390625
2019-08-06,3311.7754815745866,393.99633213367264,5885.729377670155,8719.498772621155,13006.768943863339,26029.51953125,7833.27001953125
2019-08-07,3316.920696215355,394.08446602505495,5902.173736475175,8760.633689950802,13056.315229935339,26007.0703125,7862.830078125
2019-08-08,3331.9432952528564,395.8793733172388,6036.862127429921,8847.480442300031,13272.019182506481,26378.189453125,8039.16015625
2019-08-09,3308.0779030997073,393.90002306550736,5960.441974119749,8808.942726014298,13082.068840157008,26287.439453125,7959.14013671875
2019-08-12,3293.213278015114,398.63911214966356,5952.060853949807,8687.922143361648,13091.168592338452,25896.439453125,7863.41015625
2019-08-13,3222.682794635823,396.3696580622198,6016.457024183648,8758.183409477293,13181.657853730372,26279.91015625,8016.35986328125
2019-08-14,3225.274795307865,399.3615911124288,5869.407112711808,8623.356223917275,12845.410426740535,25479.419921875,7773.93994140625
2019-08-15,3249.8331229325827,400.91121694368104,5835.669930642471,8523.084012508392,12717.483803667128,25579.390625,7766.6201171875
2019-08-16,3281.3795897840455,402.02448733122213,5891.075662887073,8605.837818847736,12850.344399428228,25886.009765625,7895.990234375
2019-08-19,3352.0120608059224,409.4207628869697,5959.130149570119,8743.40281649353,12996.860226297402,26135.7890625,8002.81005859375
2019-08-20,3344.195955441798,408.5222339630125,5923.5486077958485,8643.698170781137,12913.185444032773,25962.439453125,7948.56005859375
2019-08-21,3350.0652478187103,408.00190653174633,6032.183482658118,8761.752087116243,13098.558861002326,26202.73046875,8020.2099609375
